transactie_id,datum,ministerie,categorie,leverancier,begroot_bedrag,werkelijk_bedrag,betaalstatus,inkoopmethode,factuurnummer,omschrijving
TRX-005426,2026-05-10,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,Publieke Diensten BV,9763.38,9075.07,Betaald,Aanbesteding,INV-2026-005426,Tijdelijke ondersteuning
TRX-001415,2026-06-20,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,Insight Partners,11093.19,10063.94,Betaald,Enkelvoudig onderhands,INV-2026-001415,Externe inhuur
TRX-006687,2026-06-25,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,Publieke Diensten BV,4107.47,3527.11,Betaald,Aanbesteding,INV-2026-006687,Strategisch advies
TRX-006511,2026-03-17,Ministerie van Infrastructuur en Waterstaat,Personeel,DataSoft BV,5030.81,5623.63,Openstaand,Meervoudig onderhands,INV-2026-006511,Personeelsadvies
TRX-003796,2026-11-21,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,Insight Partners,8251.59,8043.07,Betaald,Aanbesteding,INV-2026-003796,Cybersecuritydiensten
TRX-001337,2026-07-26,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Huisvesting,Publieke Diensten BV,1691.83,2134.41,Betaald,Aanbesteding,INV-2026-001337,Energievoorziening
TRX-003897,2026-06-25,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,SecureIT Nederland,2567.81,2221.64,Openstaand,Aanbesteding,INV-2026-003897,Dienstverlening
TRX-002452,2026-04-18,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Reizen,Onderzoek & Advies BV,10334.33,9669.01,Betaald,Raamovereenkomst,INV-2026-002452,Internationale reis
TRX-006050,2026-02-16,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,Infra Solutions,9922.49,10878.99,Betaald,Meervoudig onderhands,INV-2026-006050,Applicatiebeheer
TRX-005738,2026-08-09,Ministerie van Economische Zaken,ICT,GovTech Nederland,6859.7,7178.97,Betaald,Aanbesteding,INV-2026-005738,Cybersecuritydiensten
TRX-004567,2026-09-28,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,Nationale Services,15629.85,14884.02,Betaald,Raamovereenkomst,INV-2026-004567,Algemene inkoop
TRX-006217,2026-05-10,Ministerie van Financiën,Advies,Infra Solutions,13457.05,13043.19,Betaald,Meervoudig onderhands,INV-2026-006217,Organisatieadvies
TRX-007415,2026-03-24,Ministerie van Financiën,Personeel,Onderzoek & Advies BV,5272.68,5996.23,Betaald,Raamovereenkomst,INV-2026-007415,Externe inhuur
TRX-001414,2026-09-25,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,GovTech Nederland,3358.44,2815.48,Betaald,Raamovereenkomst,INV-2026-001414,Juridisch advies
TRX-003055,2026-11-19,Ministerie van Economische Zaken,Advies,DataSoft BV,4742,4611.56,Openstaand,Aanbesteding,INV-2026-003055,Juridisch advies
TRX-003707,2026-04-01,Ministerie van Infrastructuur en Waterstaat,Advies,GovTech Nederland,2295.23,1912.26,Betaald,Raamovereenkomst,INV-2026-003707,Procesadvies
TRX-001267,2026-03-02,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,Delta Consulting,3401.77,3503.26,Betaald,Aanbesteding,INV-2026-001267,Softwarelicenties
TRX-004655,2026-10-05,Ministerie van Financiën,Reizen,DataSoft BV,3074.98,2637.53,Geannuleerd,Aanbesteding,INV-2026-004655,Internationale reis
TRX-000687,2026-05-27,Ministerie van Infrastructuur en Waterstaat,Personeel,Insight Partners,2599.93,2648.32,Openstaand,Enkelvoudig onderhands,INV-2026-000687,Personeelsadvies
TRX-005377,2026-05-30,Ministerie van Infrastructuur en Waterstaat,ICT,Infra Solutions,2162.58,1577.24,Betaald,Meervoudig onderhands,INV-2026-005377,Applicatiebeheer
TRX-003152,2026-05-02,Ministerie van Financiën,ICT,SecureIT Nederland,8995.44,8573.69,Openstaand,Meervoudig onderhands,INV-2026-003152,Softwarelicenties
TRX-003877,2026-03-09,Ministerie van Sociale Zaken en Werkgelegenheid,Onderzoek,Onderzoek & Advies BV,2356.09,2634.92,Betaald,Aanbesteding,INV-2026-003877,Beleidsonderzoek
TRX-006894,2026-10-01,Ministerie van Financiën,Personeel,Infra Solutions,7597.63,6447.74,Betaald,Meervoudig onderhands,INV-2026-006894,Tijdelijke ondersteuning
TRX-004226,2026-08-21,Ministerie van Financiën,ICT,CloudWorks BV,1032.4,989.61,Betaald,Aanbesteding,INV-2026-004226,Cloudhosting
TRX-007099,2026-04-18,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,DataSoft BV,10005.38,11626.24,Betaald,Meervoudig onderhands,INV-2026-007099,Materiaalinkoop
TRX-003061,2026-11-10,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,DataSoft BV,5902.17,5700.78,Openstaand,Enkelvoudig onderhands,INV-2026-003061,Cybersecuritydiensten
TRX-004187,31-02-2026,Ministerie van Economische Zaken,Personeel,Insight Partners,4936.08,3422.88,Openstaand,Raamovereenkomst,INV-2026-004187,Personeelsadvies
TRX-005736,2026-06-12,Ministerie van Infrastructuur en Waterstaat,Huisvesting,Insight Partners,5386.68,3850.74,Betaald,Enkelvoudig onderhands,INV-2026-005736,Facilitaire diensten
TRX-003183,2026-06-21,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,Insight Partners,10247.95,9220.99,Betaald,Aanbesteding,INV-2026-003183,Personeelsadvies
TRX-005433,2026-09-30,Ministerie van Financiën,Advies,CloudWorks BV,11677.1,11445.65,Openstaand,Aanbesteding,INV-2026-005433,Procesadvies
TRX-001167,2026-02-19,Ministerie van Financiën,Inkoop,CloudWorks BV,1238.96,1289.72,Betaald,Meervoudig onderhands,INV-2026-001167,Dienstverlening
TRX-006225,2026-02-20,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,Publieke Diensten BV,1988.82,1330.22,Betaald,Raamovereenkomst,INV-2026-006225,Externe inhuur
TRX-007485,2026-03-25,Ministerie van Infrastructuur en Waterstaat,Inkoop,GovTech Nederland,6699.71,6243.92,Betaald,Aanbesteding,INV-2026-007485,Materiaalinkoop
TRX-003791,2026-01-26,Ministerie van Financiën,Huisvesting,CloudWorks BV,1659.26,1565.96,Betaald,Aanbesteding,INV-2026-003791,Onderhoud gebouw
TRX-007458,2026-05-17,Ministerie van Economische Zaken,Huisvesting,Nationale Services,2552.77,3001.61,Betaald,Aanbesteding,INV-2026-007458,Onderhoud gebouw
TRX-004452,2026-09-25,Ministerie van Infrastructuur en Waterstaat,Reizen,Insight Partners,3480.57,3914.36,Openstaand,Aanbesteding,INV-2026-004452,Hotelkosten
TRX-003586,2026-05-20,Ministerie van Financiën,Onderzoek,Delta Consulting,2750.25,1998.08,Openstaand,Raamovereenkomst,INV-2026-003586,Beleidsonderzoek
TRX-003832,2026-07-14,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Onderzoek,Insight Partners,2091.87,1680.9,Betaald,Meervoudig onderhands,INV-2026-003832,Beleidsonderzoek
TRX-000242,2026-10-19,Ministerie van Financiën,Inkoop,SecureIT Nederland,2315.99,3094.43,Betaald,Meervoudig onderhands,INV-2026-000242,Kantoorartikelen
TRX-004087,2026-11-08,Ministerie van Infrastructuur en Waterstaat,Huisvesting,Onderzoek & Advies BV,4677.06,3881.1,Betaald,Aanbesteding,INV-2026-004087,Onderhoud gebouw
TRX-004381,2026-05-31,Ministerie van Sociale Zaken en Werkgelegenheid,Onderzoek,Infra Solutions,259.43,240.39,Betaald,Enkelvoudig onderhands,INV-2026-004381,Marktonderzoek
TRX-000777,2026-04-01,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,Publieke Diensten BV,1832.1,1850.71,Betaald,Meervoudig onderhands,INV-2026-000777,Opleiding en training
TRX-002637,2026-02-11,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,Nationale Services,953.43,921.38,Betaald,Aanbesteding,INV-2026-002637,Externe inhuur
TRX-002644,2026-01-16,Ministerie van Sociale Zaken en Werkgelegenheid,Reizen,SecureIT Nederland,3003.11,3827.77,Openstaand,Enkelvoudig onderhands,INV-2026-002644,Dienstreis
TRX-000008,2026-02-18,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,Infra Solutions,20306.98,19934.09,Betaald,Raamovereenkomst,INV-2026-000008,Cybersecuritydiensten
TRX-006551,2026-06-30,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,Insight Partners,4030.41,4093.92,Betaald,Aanbesteding,INV-2026-006551,Softwarelicenties
TRX-007268,2026-05-24,Ministerie van Economische Zaken,Inkoop,SecureIT Nederland,7000.65,8095.49,Betaald,Aanbesteding,INV-2026-007268,Dienstverlening
TRX-002800,2026-03-14,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,Publieke Diensten BV,2976.24,3259.89,Betaald,Raamovereenkomst,INV-2026-002800,Energievoorziening
TRX-006755,2026-08-12,Ministerie van Infrastructuur en Waterstaat,Inkoop,Insight Partners,17575.01,13355.15,Openstaand,Aanbesteding,INV-2026-006755,Materiaalinkoop
TRX-001147,2026-10-09,Ministerie van Economische Zaken,Advies,DataSoft BV,12085.51,14127.84,Betaald,Meervoudig onderhands,INV-2026-001147,Juridisch advies
TRX-000743,2026-03-21,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Advies,Nationale Services,633.94,505.27,Betaald,Enkelvoudig onderhands,INV-2026-000743,Strategisch advies
TRX-006574,2026-04-08,Ministerie van Infrastructuur en Waterstaat,Onderzoek,Onderzoek & Advies BV,6834.59,6633.09,Betaald,Enkelvoudig onderhands,INV-2026-006574,Marktonderzoek
TRX-000251,2026-03-27,Ministerie van Infrastructuur en Waterstaat,Huisvesting,Infra Solutions,1955.79,1802.95,Betaald,Aanbesteding,INV-2026-000251,Kantoorhuur
TRX-001754,2026-04-29,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,CloudWorks BV,4604.48,5033.6,Betaald,Meervoudig onderhands,INV-2026-001754,Cybersecuritydiensten
TRX-007114,2026-01-07,Ministerie van Economische Zaken,Huisvesting,Insight Partners,5699.97,5907.53,Betaald,Meervoudig onderhands,INV-2026-007114,Facilitaire diensten
TRX-001739,2026-12-27,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,Publieke Diensten BV,2065.02,2253.38,Openstaand,Aanbesteding,INV-2026-001739,Energievoorziening
TRX-003457,2026-02-16,Ministerie van Financiën,Onderzoek,Insight Partners,5230.61,5147.71,Betaald,Meervoudig onderhands,INV-2026-003457,Marktonderzoek
TRX-005386,2026-02-01,Ministerie van Financiën,Inkoop,Publieke Diensten BV,1030.93,891.58,Openstaand,Meervoudig onderhands,INV-2026-005386,Materiaalinkoop
TRX-001069,2026-07-30,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Reizen,SecureIT Nederland,1301.04,1227.21,Betaald,Aanbesteding,INV-2026-001069,Dienstreis
TRX-004420,2026-02-06,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,Onderzoek & Advies BV,6188.32,4167.73,Openstaand,Enkelvoudig onderhands,INV-2026-004420,Facilitaire diensten
TRX-002951,2026-10-24,Ministerie van Financiën,Onderzoek,Delta Consulting,6339.24,7220.06,Betaald,Raamovereenkomst,INV-2026-002951,Marktonderzoek
TRX-004100,2026-06-19,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,Delta Consulting,486.05,589.72,Betaald,Enkelvoudig onderhands,INV-2026-004100,Facilitaire diensten
TRX-003186,2026-10-08,Ministerie van Financiën,Personeel,Infra Solutions,2879.23,2882.5,Betaald,Aanbesteding,INV-2026-003186,Personeelsadvies
TRX-006855,2026-09-04,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,SecureIT Nederland,2280.37,1953.01,Geannuleerd,Raamovereenkomst,INV-2026-006855,Opleiding en training
TRX-003353,2026-12-12,Ministerie van Financiën,Personeel,Nationale Services,2378.04,2562,Betaald,Aanbesteding,INV-2026-003353,Externe inhuur
TRX-000055,2026-02-02,Ministerie van Infrastructuur en Waterstaat,ICT,DataSoft BV,1526.17,1812.28,Geannuleerd,Aanbesteding,INV-2026-000055,Applicatiebeheer
TRX-004288,2026-02-08,Ministerie van Financiën,ICT,GovTech Nederland,6896.7,-6179.47,Betaald,Aanbesteding,INV-2026-004288,Hardware en werkplekken
TRX-004031,2026-04-28,Ministerie van Financiën,Personeel,CloudWorks BV,3924.99,5787.87,Betaald,Enkelvoudig onderhands,INV-2026-004031,Personeelsadvies
TRX-005897,2026-06-20,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Onderzoek,GovTech Nederland,572.19,649.38,Betaald,Meervoudig onderhands,INV-2026-005897,Dataonderzoek
TRX-000208,2026-01-03,Ministerie van Financiën,ICT,Nationale Services,4594.42,5423.06,Openstaand,Aanbesteding,INV-2026-000208,Hardware en werkplekken
TRX-003788,2026-02-09,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,Publieke Diensten BV,32784.19,28897,Betaald,Raamovereenkomst,INV-2026-003788,Cybersecuritydiensten
TRX-002841,2026-04-10,Ministerie van Infrastructuur en Waterstaat,Advies,Infra Solutions,3517.98,2389.14,Betaald,Raamovereenkomst,INV-2026-002841,Juridisch advies
TRX-000846,2026-01-02,Ministerie van Infrastructuur en Waterstaat,Advies,GovTech Nederland,3067.31,3143.18,Betaald,Meervoudig onderhands,INV-2026-000846,Organisatieadvies
TRX-006353,2026-04-07,Ministerie van Infrastructuur en Waterstaat,ICT,Infra Solutions,6206.53,5120.65,Betaald,Aanbesteding,INV-2026-006353,Cloudhosting
TRX-007172,2026-11-09,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,Infra Solutions,1701.84,1743.64,Betaald,Raamovereenkomst,INV-2026-007172,Hardware en werkplekken
TRX-002382,2026-08-11,Ministerie van Economische Zaken,Advies,Infra Solutions,642.71,557.25,Betaald,Raamovereenkomst,INV-2026-002382,Juridisch advies
TRX-003507,2026-12-07,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,Publieke Diensten BV,4941.23,4352.52,Betaald,Meervoudig onderhands,INV-2026-003507,Personeelsadvies
TRX-004726,2026-11-29,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,DataSoft BV,2809.98,2652.43,Betaald,Aanbesteding,INV-2026-004726,Opleiding en training
TRX-002032,2026-11-17,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Reizen,Insight Partners,837.45,906.02,Betaald,Enkelvoudig onderhands,INV-2026-002032,Hotelkosten
TRX-005011,2026-05-02,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Huisvesting,Publieke Diensten BV,2475.73,2461.27,Betaald,Aanbesteding,INV-2026-005011,Kantoorhuur
TRX-003280,2026-09-18,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Advies,Publieke Diensten BV,3919.89,4465.75,Betaald,Meervoudig onderhands,INV-2026-003280,Strategisch advies
TRX-004411,2026-01-04,Ministerie van Financiën,Inkoop,Nationale Services,3194.16,4223.13,Betaald,Meervoudig onderhands,INV-2026-004411,Materiaalinkoop
TRX-001774,2026-11-23,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,Nationale Services,562.07,611.64,Openstaand,Enkelvoudig onderhands,INV-2026-001774,Softwarelicenties
TRX-001323,2026-02-20,Ministerie van Infrastructuur en Waterstaat,Personeel,Nationale Services,11309.17,11289.88,Betaald,Aanbesteding,INV-2026-001323,Opleiding en training
TRX-007026,2026-03-08,Ministerie van Economische Zaken,Reizen,DataSoft BV,347.66,330.61,Betaald,Meervoudig onderhands,INV-2026-007026,Hotelkosten
TRX-004857,2026-12-02,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,Publieke Diensten BV,14661.74,14173.93,Geannuleerd,Aanbesteding,INV-2026-004857,Personeelsadvies
TRX-007488,2026-06-21,Ministerie van Financiën,Reizen,SecureIT Nederland,4782.54,3917.47,Betaald,Raamovereenkomst,INV-2026-007488,Hotelkosten
TRX-007440,2026-02-10,Ministerie van Financiën,Reizen,Delta Consulting,3975.83,3584.21,Betaald,Aanbesteding,INV-2026-007440,Dienstreis
TRX-004717,2026-05-14,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,GovTech Nederland,6051.05,61189.03,Betaald,Raamovereenkomst,INV-2026-004717,Materiaalinkoop
TRX-001186,2026-07-09,Ministerie van Infrastructuur en Waterstaat,Inkoop,DataSoft BV,4531.39,4983.85,Betaald,Enkelvoudig onderhands,INV-2026-001186,Algemene inkoop
TRX-007045,2026-03-07,Ministerie van Sociale Zaken en Werkgelegenheid,Onderzoek,Infra Solutions,4148.89,4534.18,Openstaand,Meervoudig onderhands,INV-2026-007045,Marktonderzoek
TRX-007063,2026-02-23,Ministerie van Economische Zaken,Advies,CloudWorks BV,4996.85,4804.03,Betaald,Enkelvoudig onderhands,INV-2026-007063,Procesadvies
TRX-006284,2026-10-03,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Reizen,Delta Consulting,6677.59,6816.83,Openstaand,Aanbesteding,INV-2026-006284,Dienstreis
TRX-004634,2026-03-13,Ministerie van Economische Zaken,ICT,Onderzoek & Advies BV,5229.08,5330.74,Betaald,Meervoudig onderhands,INV-2026-004634,Softwarelicenties
TRX-002782,2026-02-21,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Inkoop,Publieke Diensten BV,9833.24,9240.23,Geannuleerd,Meervoudig onderhands,INV-2026-002782,Kantoorartikelen
TRX-005167,2026-03-16,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,Delta Consulting,10156.69,11746.4,Openstaand,Raamovereenkomst,INV-2026-005167,Tijdelijke ondersteuning
TRX-004608,2026-01-17,Ministerie van Sociale Zaken en Werkgelegenheid,Reizen,SecureIT Nederland,1815.84,1611.55,Betaald,Aanbesteding,INV-2026-004608,Treinkosten
TRX-001457,2026-06-28,Ministerie van Infrastructuur en Waterstaat,Reizen,Onderzoek & Advies BV,2140,2295.18,Betaald,Aanbesteding,INV-2026-001457,Dienstreis
TRX-005048,2026-03-30,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,Delta Consulting,5050.33,4477.92,Betaald,Enkelvoudig onderhands,INV-2026-005048,Personeelsadvies
TRX-004935,2026-08-02,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,ICT,Nationale Services,1400.26,1530.57,Betaald,Aanbesteding,INV-2026-004935,Cybersecuritydiensten
TRX-002843,2026-10-31,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,Onderzoek & Advies BV,8963.98,7043.22,Betaald,Aanbesteding,INV-2026-002843,Dienstverlening
TRX-007149,2026-05-03,Ministerie van Financien ,Inkoop,Infra Solutions,6391.64,6413.36,Betaald,Meervoudig onderhands,INV-2026-007149,Dienstverlening
TRX-003868,2026-11-10,Ministerie van Financiën,NA,SecureIT Nederland,4735.05,4753.19,Betaald,Meervoudig onderhands,INV-2026-003868,Procesadvies
TRX-002204,2026-03-19,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,GovTech Nederland,12564.41,10640.16,Geannuleerd,Meervoudig onderhands,INV-2026-002204,Dienstverlening
TRX-001362,2026-07-23,Ministerie van Economische Zaken,Onderzoek,Onderzoek & Advies BV,1153.43,1164.87,Betaald,Aanbesteding,INV-2026-001362,Evaluatieonderzoek
TRX-002970,2026-12-06,Ministerie van Economische Zaken,Inkoop,SecureIT Nederland,4838.2,5235.18,Openstaand,Aanbesteding,INV-2026-002970,Materiaalinkoop
TRX-006212,2026-06-15,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Huisvesting,DataSoft BV,7742.93,8710.68,Betaald,Aanbesteding,INV-2026-006212,Facilitaire diensten
TRX-005923,2026-07-20,Ministerie van Financiën,Advies,Onderzoek & Advies BV,6509.67,7171.77,Betaald,Aanbesteding,INV-2026-005923,Juridisch advies
TRX-002630,2026-03-08,Ministerie van Economische Zaken,Huisvesting,Delta Consulting,13258.29,12926.87,Betaald,Raamovereenkomst,INV-2026-002630,Facilitaire diensten
TRX-006948,2026-11-07,Ministerie van Infrastructuur en Waterstaat,ICT,Publieke Diensten BV,6452.05,6139.18,Betaald,Meervoudig onderhands,INV-2026-006948,Cybersecuritydiensten
TRX-006934,2026-12-28,Ministerie van Financiën,Advies,Infra Solutions,533.16,752.3,Geannuleerd,Meervoudig onderhands,INV-2026-006934,Procesadvies
TRX-007091,2026-02-18,Ministerie van Infrastructuur en Waterstaat,Inkoop,CloudWorks BV,3524.06,3878.21,Betaald,Raamovereenkomst,INV-2026-007091,Kantoorartikelen
TRX-004833,2026-11-12,Ministerie van Infrastructuur en Waterstaat,Advies,Insight Partners,1710.33,2168.06,Betaald,Aanbesteding,INV-2026-004833,Organisatieadvies
TRX-005187,2026-02-09,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,SecureIT Nederland,1401.94,1558.35,Openstaand,Meervoudig onderhands,INV-2026-005187,Organisatieadvies
TRX-003067,2026-11-03,Ministerie van Economische Zaken,Personeel,Publieke Diensten BV,21984.49,21252.39,Betaald,Aanbesteding,INV-2026-003067,Externe inhuur
TRX-001063,2026-05-01,Ministerie van Infrastructuur en Waterstaat,ICT,DataSoft BV,2894.26,3164.44,Betaald,Enkelvoudig onderhands,INV-2026-001063,Softwarelicenties
TRX-004803,2026-04-13,Ministerie van Infrastructuur en Waterstaat,ICT,Onderzoek & Advies BV,9275.26,8746.63,Betaald,Enkelvoudig onderhands,INV-2026-004803,Softwarelicenties
TRX-002902,2026-10-11,Ministerie van Financiën,Onderzoek,SecureIT Nederland,4141.71,3668.74,Betaald,Aanbesteding,INV-2026-002902,Beleidsonderzoek
TRX-007154,2026-04-23,Ministerie van Financiën,Personeel,GovTech Nederland,17932.41,20648.08,Geannuleerd,Raamovereenkomst,INV-2026-007154,Externe inhuur
TRX-000244,2026-07-26,Ministerie van Infrastructuur en Waterstaat,Onderzoek,Insight Partners,2701.76,2087.02,Betaald,Enkelvoudig onderhands,INV-2026-000244,Beleidsonderzoek
TRX-005236,2026-07-05,Ministerie van Financiën,Huisvesting,DataSoft BV,3264.03,3995.81,Betaald,Meervoudig onderhands,INV-2026-005236,Energievoorziening
TRX-005520,geen datum,Ministerie van Economische Zaken,Onderzoek,Nationale Services,1779.31,1904.43,Betaald,Aanbesteding,INV-2026-005520,Beleidsonderzoek
TRX-004816,2026-09-18,Ministerie van Sociale Zaken en Werkgelegenheid,Huisvesting,CloudWorks BV,5103.11,4139.17,Betaald,Meervoudig onderhands,INV-2026-004816,Facilitaire diensten
TRX-006418,2026-07-29,Ministerie van Infrastructuur en Waterstaat,Advies,SecureIT Nederland,3393.41,3403.36,Betaald,Enkelvoudig onderhands,INV-2026-006418,Procesadvies
TRX-006167,2026-01-06,Ministerie van Economische Zaken,Inkoop,Insight Partners,1066.38,1089.5,Betaald,Enkelvoudig onderhands,INV-2026-006167,Materiaalinkoop
TRX-002135,2026-01-24,Ministerie van Financiën,Personeel,Insight Partners,479.72,445.09,Openstaand,Aanbesteding,INV-2026-002135,Personeelsadvies
TRX-002575,2026-04-05,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Personeel,Insight Partners,9388.2,10158.98,Betaald,Enkelvoudig onderhands,INV-2026-002575,Personeelsadvies
TRX-000882,2026-09-30,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,GovTech Nederland,7897.02,9649.88,Betaald,Aanbesteding,INV-2026-000882,Kantoorartikelen
TRX-000080,2026-10-25,Ministerie van Sociale Zaken en Werkgelegenheid,Inkoop,Insight Partners,6461.11,6164.35,Openstaand,Aanbesteding,INV-2026-000080,Dienstverlening
TRX-006796,2026-02-10,Ministerie van Infrastructuur en Waterstaat,Personeel,Onderzoek & Advies BV,1604.14,1696.25,Betaald,Enkelvoudig onderhands,INV-2026-006796,Tijdelijke ondersteuning
TRX-001214,2026-06-08,Ministerie van Infrastructuur en Waterstaat,Inkoop,Nationale Services,21720.26,23688.2,Betaald,Aanbesteding,INV-2026-001214,Dienstverlening
TRX-004396,2026-11-16,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Advies,Onderzoek & Advies BV,3222.21,3222.1,Betaald,Aanbesteding,INV-2026-004396,Juridisch advies
TRX-001741,2026-02-15,Ministerie van Financiën,ICT,CloudWorks BV,769.56,770.4,Betaald,Aanbesteding,INV-2026-001741,Cybersecuritydiensten
TRX-000624,2026-12-03,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Advies,CloudWorks BV,13991.39,16385.54,Geannuleerd,Raamovereenkomst,INV-2026-000624,Strategisch advies
TRX-005880,2026-07-15,Ministerie van Economische Zaken,Huisvesting,Infra Solutions,5616.69,4576.21,Betaald,Aanbesteding,INV-2026-005880,Onderhoud gebouw
TRX-007051,2026-08-11,Ministerie van Financiën,Personeel,Publieke Diensten BV,5655.13,5804.49,Openstaand,Raamovereenkomst,INV-2026-007051,Tijdelijke ondersteuning
TRX-007176,2026-07-28,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,DataSoft BV,1701.72,1692.37,Betaald,Meervoudig onderhands,INV-2026-007176,Organisatieadvies
TRX-000869,2026-06-25,Ministerie van Financiën,Personeel,Infra Solutions,3378.72,3930.55,Betaald,Meervoudig onderhands,INV-2026-000869,Tijdelijke ondersteuning
TRX-004928,2026-06-15,Ministerie van Sociale Zaken en Werkgelegenheid,Personeel,SecureIT Nederland,7846.55,8351.35,Betaald,Enkelvoudig onderhands,INV-2026-004928,Opleiding en training
TRX-002572,2026-11-10,Ministerie van Economische Zaken,ICT,Publieke Diensten BV,4898.37,4683.05,Betaald,Enkelvoudig onderhands,INV-2026-002572,Applicatiebeheer
TRX-000984,2026-10-16,Ministerie van Infrastructuur en Waterstaat,Personeel,DataSoft BV,11748.89,10477.49,Openstaand,Meervoudig onderhands,INV-2026-000984,Tijdelijke ondersteuning
TRX-002759,2026-05-27,Ministerie van Sociale Zaken en Werkgelegenheid,ICT,SecureIT Nederland,8600.8,6023.57,Betaald,Meervoudig onderhands,INV-2026-002759,Hardware en werkplekken
TRX-006781,2026-11-29,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Inkoop,CloudWorks BV,3836.64,3992.52,Betaald,Aanbesteding,INV-2026-006781,Kantoorartikelen
TRX-002556,2026-05-04,Ministerie van Sociale Zaken en Werkgelegenheid,Advies,DataSoft BV,8019.92,8718.13,Betaald,Enkelvoudig onderhands,INV-2026-002556,Procesadvies
TRX-006367,2026-09-06,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Inkoop,Onderzoek & Advies BV,481.65,638.53,Betaald,Raamovereenkomst,INV-2026-006367,Algemene inkoop
TRX-002763,2026-08-16,Ministerie van Infrastructuur en Waterstaat,Huisvesting,Nationale Services,4260.43,3730.19,Betaald,Aanbesteding,INV-2026-002763,Onderhoud gebouw
TRX-000448,2026-08-31,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Reizen,Nationale Services,6724.89,7673.95,Betaald,Meervoudig onderhands,INV-2026-000448,Dienstreis
TRX-007496,2026-10-29,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Onderzoek,GovTech Nederland,1825.16,1754.96,Betaald,Raamovereenkomst,INV-2026-007496,Marktonderzoek
TRX-006195,2026-04-28,Ministerie van Infrastructuur en Waterstaat,Personeel,Insight Partners,9195.99,10446.14,Geannuleerd,Raamovereenkomst,INV-2026-006195,Personeelsadvies
TRX-006068,2026-03-12,Ministerie van Economische Zaken,Reizen,SecureIT Nederland,3953.33,3347.88,Betaald,Enkelvoudig onderhands,INV-2026-006068,Treinkosten
